ticket_number,article,quantity,unit_price,timestamp
286128,CROISSANT,3,1.2,16/09/22 8:50
286129,BOULE 200G,1,1.2,16/09/22 8:53
286130,TRADITIONAL BAGUETTE,2,1.3,16/09/22 8:53
286131,TRADITIONAL BAGUETTE,2,1.3,16/09/22 8:55
286132,PAIN BANETTE,1,1.6,16/09/22 9:02
286133,CROISSANT,1,1.2,16/09/22 9:09
286133,COUPE,2,0.15,16/09/22 9:09
286133,CAMPAGNE,2,2,16/09/22 9:09
286133,PAIN AU CHOCOLAT,1,1.3,16/09/22 9:09
286133,BAGUETTE,6,1,16/09/22 9:09
286133,CAFE OU EAU,2,1,16/09/22 9:09
286134,PAIN AU CHOCOLAT,1,1.3,16/09/22 9:10
286134,CROISSANT,1,1.2,16/09/22 9:10
286135,ECLAIR,2,2.2,16/09/22 9:11
286136,BANETTE,1,1.15,16/09/22 9:24
286137,TRADITIONAL BAGUETTE,1,1.3,16/09/22 9:36
286138,TRADITIONAL BAGUETTE,3,1.3,16/09/22 9:37
286139,PAIN AUX RAISINS,1,1.6,16/09/22 9:39
286139,TRADITIONAL BAGUETTE,1,1.3,16/09/22 9:39
286139,PAIN SUISSE PEPITO,1,1.6,16/09/22 9:39
286140,PAIN AU CHOCOLAT,1,1.3,16/09/22 9:40
286140,TRADITIONAL BAGUETTE,3,1.3,16/09/22 9:40
286140,CHAUSSON AUX POMMES,2,1.6,16/09/22 9:40
286141,TRADITIONAL BAGUETTE,1,1.3,16/09/22 9:41
286142,TRADITIONAL BAGUETTE,1,1.3,16/09/22 9:43
286142,PAIN AU CHOCOLAT,4,1.3,16/09/22 9:43
286142,CROISSANT,3,1.2,16/09/22 9:43
286143,TRADITIONAL BAGUETTE,1,1.3,16/09/22 9:45
286144,TRADITIONAL BAGUETTE,1,1.3,16/09/22 9:48
286145,BAGUETTE,1,1,16/09/22 9:50
286146,TRADITIONAL BAGUETTE,1,1.3,16/09/22 9:51
286147,BANETTINE,1,0.7,16/09/22 9:54
286148,BANETTE,2,1.15,16/09/22 9:55
286149,CROISSANT,2,1.2,16/09/22 9:59
286149,TRADITIONAL BAGUETTE,1,1.3,16/09/22 9:59
286150,CROISSANT,2,1.2,16/09/22 10:02
286150,TRADITIONAL BAGUETTE,2,1.3,16/09/22 10:02
286150,PAIN AU CHOCOLAT,3,1.3,16/09/22 10:02
286151,CROISSANT AMANDES,1,1.6,16/09/22 10:05
286151,KOUIGN AMANN,1,2.3,16/09/22 10:05
286152,BAGUETTE,1,1,16/09/22 10:10
286153,PAIN AU CHOCOLAT,4,1.3,16/09/22 10:11
286154,TRADITIONAL BAGUETTE,2,1.3,16/09/22 10:14
286155,TRADITIONAL BAGUETTE,1,1.3,16/09/22 10:20
286156,SPECIAL BREAD,1,2.6,16/09/22 10:22
286156,COUPE,1,0.15,16/09/22 10:22
286157,BOULE 400G,1,1.7,16/09/22 10:25
286157,TRADITIONAL BAGUETTE,2,1.3,16/09/22 10:25
286157,COUPE,1,0.15,16/09/22 10:25
286157,MILLES FEUILLES,2,2.5,16/09/22 10:25
286158,PAIN AU CHOCOLAT,1,1.3,16/09/22 10:25
286159,BANETTE,1,1.15,16/09/22 10:26
286160,BAGUETTE,1,1,16/09/22 10:27
286161,COMPLET,1,1.9,16/09/22 10:30
286161,COUPE,1,0.15,16/09/22 10:30
286162,SANDWICH COMPLET,1,5,16/09/22 10:30
286163,TRADITIONAL BAGUETTE,1,1.3,16/09/22 10:31
286163,BANETTINE,1,0.7,16/09/22 10:31
286164,BANETTINE,1,0.7,16/09/22 10:32
286164,TRADITIONAL BAGUETTE,1,1.3,16/09/22 10:32
286165,TRADITIONAL BAGUETTE,1,1.3,16/09/22 10:35
286166,QUIM BREAD,1,1.2,16/09/22 10:36
286166,TRADITIONAL BAGUETTE,1,1.3,16/09/22 10:36
286167,COUPE,1,0.15,16/09/22 10:42
286167,BOULE 200G,1,1.2,16/09/22 10:42
286168,PAIN BANETTE,1,1.6,16/09/22 10:42
286169,TRADITIONAL BAGUETTE,3,1.3,16/09/22 10:44
286170,TRADITIONAL BAGUETTE,1,1.3,16/09/22 10:47
286171,TRADITIONAL BAGUETTE,1,1.3,16/09/22 10:47
286172,BAGUETTE,1,1,16/09/22 10:51
286173,BOULE 200G,1,1.2,16/09/22 10:54
286173,BAGUETTE,1,1,16/09/22 10:54
286173,COUPE,1,0.15,16/09/22 10:54
286174,BAGUETTE,2,1,16/09/22 10:59
286174,TRADITIONAL BAGUETTE,1,1.3,16/09/22 10:59
286175,TRADITIONAL BAGUETTE,1,1.3,16/09/22 11:00
286176,TRADITIONAL BAGUETTE,4,1.3,16/09/22 11:01
286177,PAIN,1,1.3,16/09/22 11:03
286178,TRADITIONAL BAGUETTE,2,1.3,16/09/22 11:04
286178,COUPE,1,0.15,16/09/22 11:04
286178,SEIGLE,1,2,16/09/22 11:04
286179,TRADITIONAL BAGUETTE,1,1.3,16/09/22 11:07
286180,PAIN AU CHOCOLAT,1,1.3,16/09/22 11:08
286180,CROISSANT,2,1.2,16/09/22 11:08
286180,TRADITIONAL BAGUETTE,1,1.3,16/09/22 11:08
286181,FORMULE SANDWICH,1,7,16/09/22 11:08
286181,BANETTE,1,1.15,16/09/22 11:08
286182,TRADITIONAL BAGUETTE,5,1.3,16/09/22 11:11
286182,COUPE,2,0.15,16/09/22 11:11
286182,VIK BREAD,2,2.7,16/09/22 11:11
286183,TRADITIONAL BAGUETTE,2,1.3,16/09/22 11:12
286184,TRADITIONAL BAGUETTE,1,1.3,16/09/22 11:12
286185,COUPE,1,0.15,16/09/22 11:14
286185,TRADITIONAL BAGUETTE,2,1.3,16/09/22 11:14
286185,SPECIAL BREAD,1,2.6,16/09/22 11:14
286186,BAGUETTE,1,1,16/09/22 11:15
286187,COMPLET,1,1.9,16/09/22 11:18
286187,FORMULE SANDWICH,2,7,16/09/22 11:18
286188,TRADITIONAL BAGUETTE,2,1.3,16/09/22 11:22
286188,COUPE,1,0.15,16/09/22 11:22
286188,BAGUETTE,1,1,16/09/22 11:22
286189,COUPE,1,0.15,16/09/22 11:22
286189,TARTELETTE,1,2.2,16/09/22 11:22
286189,SEIGLE,1,2,16/09/22 11:22
286190,CEREAL BAGUETTE,1,1.35,16/09/22 11:23
286191,BANETTE,1,1.15,16/09/22 11:24
286192,MACARON,4,1,16/09/22 11:25
286193,PLAT 8.30E,2,8.3,16/09/22 11:27
286193,GRAND FAR BRETON,1,7.5,16/09/22 11:27
286194,PAIN,1,1.3,16/09/22 11:28
286195,TRADITIONAL BAGUETTE,1,1.3,16/09/22 11:29
286196,SPECIAL BREAD,1,2.6,16/09/22 11:32
286196,PARIS BREST,2,2.2,16/09/22 11:32
286196,COUPE,1,0.15,16/09/22 11:32
286197,TRADITIONAL BAGUETTE,1,1.3,16/09/22 11:32
286198,SANDWICH COMPLET,1,5,16/09/22 11:35
286198,SAND JB EMMENTAL,2,4,16/09/22 11:35
286199,BAGUETTE,1,1,16/09/22 11:38
286200,CEREAL BAGUETTE,1,1.35,16/09/22 11:39
286201,FORMULE SANDWICH,1,7,16/09/22 11:43
286201,ECLAIR,1,2.2,16/09/22 11:43
286202,TRADITIONAL BAGUETTE,1,1.3,16/09/22 11:44
286203,SPECIAL BREAD,1,2.6,16/09/22 11:47
286204,BOULE 400G,1,1.7,16/09/22 11:50
286204,COUPE,3,0.15,16/09/22 11:50
286204,VIK BREAD,1,2.7,16/09/22 11:50
286204,MOISSON,1,2.2,16/09/22 11:50
286205,TRADITIONAL BAGUETTE,1,1.3,16/09/22 11:51
286206,PAIN AU CHOCOLAT,3,1.3,16/09/22 11:51
286207,TRADITIONAL BAGUETTE,2,1.3,16/09/22 11:52
286208,TARTELETTE,2,2.2,16/09/22 11:53
286208,TRADITIONAL BAGUETTE,1,1.3,16/09/22 11:53
286209,BANETTE,1,1.15,16/09/22 11:54
286209,PAIN BANETTE,1,1.6,16/09/22 11:54
286210,TRADITIONAL BAGUETTE,1,1.3,16/09/22 11:55
286210,ECLAIR,2,2.2,16/09/22 11:55
286211,TRADITIONAL BAGUETTE,1,1.3,16/09/22 11:57
286212,BOISSON 33CL,1,1.5,16/09/22 11:59
286212,FORMULE SANDWICH,1,7,16/09/22 11:59
286213,PLAT 7.60E,2,7.6,16/09/22 11:59
286214,TRADITIONAL BAGUETTE,1,1.3,16/09/22 12:01
286215,TRADITIONAL BAGUETTE,1,1.3,16/09/22 12:07
286216,SANDWICH COMPLET,1,5,16/09/22 12:07
286216,TRADITIONAL BAGUETTE,1,1.3,16/09/22 12:07
286217,ECLAIR,1,2.2,16/09/22 12:11
286217,VIK BREAD,1,2.7,16/09/22 12:11
286218,TRADITIONAL BAGUETTE,1,1.3,16/09/22 12:11
286219,TRADITIONAL BAGUETTE,1,1.3,16/09/22 12:12
286220,TRADITIONAL BAGUETTE,1,1.3,16/09/22 12:13
286221,SANDWICH COMPLET,1,5,16/09/22 12:20
286222,BANETTE,1,1.15,16/09/22 12:20
286223,FORMULE SANDWICH,2,7,16/09/22 12:30
286224,SANDWICH COMPLET,1,5,16/09/22 12:32
286224,GRAND FAR BRETON,1,7.5,16/09/22 12:32
286224,CAFE OU EAU,2,1,16/09/22 12:32
286224,GD KOUIGN AMANN,1,9,16/09/22 12:32
286224,SAND JB EMMENTAL,1,4,16/09/22 12:32
286225,DEMI BAGUETTE,1,0.5,16/09/22 12:33
286226,BANETTE,2,1.15,16/09/22 12:33
286227,FORMULE SANDWICH,1,7,16/09/22 12:42
286227,CAFE OU EAU,2,1,16/09/22 12:42
286228,PLAT 7.00,1,7,16/09/22 12:43
286228,BOISSON 33CL,1,1.5,16/09/22 12:43
286229,FORMULE SANDWICH,2,7,16/09/22 12:44
286230,BOISSON 33CL,1,1.5,16/09/22 12:46
286230,FLAN,1,2.2,16/09/22 12:46
286230,PLAT 7.00,1,7,16/09/22 12:46
286231,BAGUETTE,1,1,16/09/22 12:47
286232,TRADITIONAL BAGUETTE,1,1.3,16/09/22 12:47
286233,BANETTE,1,1.15,16/09/22 12:47
286234,TRADITIONAL BAGUETTE,1,1.3,16/09/22 12:49
286236,COMPLET,1,1.9,16/09/22 16:01
286236,VIK BREAD,1,2.7,16/09/22 16:01
286236,TRADITIONAL BAGUETTE,2,1.3,16/09/22 16:01
286237,TRADITIONAL BAGUETTE,1,1.3,16/09/22 16:05
286238,BANETTE,1,1.15,16/09/22 16:07
286239,BANETTE,2,1.15,16/09/22 16:08
286240,TRADITIONAL BAGUETTE,1,1.3,16/09/22 16:15
286240,PLAT 7.60E,1,7.6,16/09/22 16:15
286241,COUPE,1,0.15,16/09/22 16:17
286241,CAMPAGNE,1,2,16/09/22 16:17
286241,TRADITIONAL BAGUETTE,2,1.3,16/09/22 16:17
286242,TRADITIONAL BAGUETTE,1,1.3,16/09/22 16:23
286242,FINANCIER X5,1,4,16/09/22 16:23
286243,TRADITIONAL BAGUETTE,1,1.3,16/09/22 16:24
286243,TROPEZIENNE,2,2.2,16/09/22 16:24
286244,TRADITIONAL BAGUETTE,1,1.3,16/09/22 16:25
286245,KOUIGN AMANN,1,2.3,16/09/22 16:28
286245,PARIS BREST,1,2.2,16/09/22 16:28
286246,CROISSANT,3,1.2,16/09/22 16:40
286246,KOUIGN AMANN,1,2.3,16/09/22 16:40
286247,BANETTE,1,1.15,16/09/22 16:40
286248,TRADITIONAL BAGUETTE,1,1.3,16/09/22 16:45
286249,CROISSANT AMANDES,1,1.6,16/09/22 16:46
286250,TRADITIONAL BAGUETTE,3,1.3,16/09/22 16:47
286251,FLAN ABRICOT,1,2.3,16/09/22 16:58
286251,BOISSON 33CL,1,1.5,16/09/22 16:58
286251,ECLAIR,1,2.2,16/09/22 16:58
286251,CAFE OU EAU,1,1,16/09/22 16:58
286252,TRADITIONAL BAGUETTE,1,1.3,16/09/22 16:59
286253,BAGUETTE,1,1,16/09/22 17:01
286254,TRADITIONAL BAGUETTE,1,1.3,16/09/22 17:06
286254,COUPE,1,0.15,16/09/22 17:06
286254,VIK BREAD,1,2.7,16/09/22 17:06
286255,BAGUETTE,1,1,16/09/22 17:07
286256,SPECIAL BREAD,1,2.6,16/09/22 17:12
286256,COUPE,1,0.15,16/09/22 17:12
286256,BANETTE,1,1.15,16/09/22 17:12
286257,TRADITIONAL BAGUETTE,1,1.3,16/09/22 17:13
286258,TRADITIONAL BAGUETTE,1,1.3,16/09/22 17:14
286259,TRADITIONAL BAGUETTE,1,1.3,16/09/22 17:18
286260,TRADITIONAL BAGUETTE,2,1.3,16/09/22 17:19
286261,PAIN,2,1.3,16/09/22 17:20
286262,DEMI BAGUETTE,1,0.5,16/09/22 17:22
286263,TRADITIONAL BAGUETTE,2,1.3,16/09/22 17:23
286264,TRADITIONAL BAGUETTE,2,1.3,16/09/22 17:35
286264,VIK BREAD,1,2.7,16/09/22 17:35
286264,COUPE,1,0.15,16/09/22 17:35
286265,COMPLET,1,1.9,16/09/22 17:35
286266,TRADITIONAL BAGUETTE,1,1.3,16/09/22 17:36
286266,COMPLET,1,1.9,16/09/22 17:36
286266,COUPE,1,0.15,16/09/22 17:36
286267,TRADITIONAL BAGUETTE,2,1.3,16/09/22 17:43
286268,TROPEZIENNE,1,2.2,16/09/22 17:45
286268,PARIS BREST,1,2.2,16/09/22 17:45
286268,TARTELETTE,1,2.2,16/09/22 17:45
286269,TRADITIONAL BAGUETTE,1,1.3,16/09/22 17:50
286270,BANETTE,1,1.15,16/09/22 17:52
286270,BAGUETTE,1,1,16/09/22 17:52
286271,MACARON,8,1,16/09/22 18:10
286272,TRADITIONAL BAGUETTE,8,1.3,16/09/22 18:11
286273,TRADITIONAL BAGUETTE,1,1.3,16/09/22 18:13
286274,TRADITIONAL BAGUETTE,1,1.3,16/09/22 18:16
286275,TRADITIONAL BAGUETTE,1,1.3,16/09/22 18:17
286276,CEREAL BAGUETTE,1,1.35,16/09/22 18:21
286276,TRADITIONAL BAGUETTE,1,1.3,16/09/22 18:21
286277,BAGUETTE,1,1,16/09/22 18:23
286278,CEREAL BAGUETTE,1,1.35,16/09/22 18:29
286279,TRADITIONAL BAGUETTE,2,1.3,16/09/22 18:30
286280,TRADITIONAL BAGUETTE,1,1.3,16/09/22 18:37
286280,VIK BREAD,1,2.7,16/09/22 18:37
286280,GD KOUIGN AMANN,1,9,16/09/22 18:37
286280,COUPE,1,0.15,16/09/22 18:37
286281,CEREAL BAGUETTE,1,1.35,16/09/22 18:43
286283,SPECIAL BREAD,1,2.6,16/09/22 18:57
286283,COUPE,1,0.15,16/09/22 18:57
286284,BANETTE,1,1.15,16/09/22 18:58
286284,KOUIGN AMANN,1,2.3,16/09/22 18:58
286285,BANETTE,1,1.15,16/09/22 18:59
286286,BANETTE,1,1.15,16/09/22 19:00
286286,CHAUSSON AUX POMMES,2,1.6,16/09/22 19:00
286288,TRADITIONAL BAGUETTE,2,1.3,17/09/22 7:29
286289,COUPE,5,0.15,17/09/22 7:33
286289,COUPE,2,0.15,17/09/22 7:33
286289,COUPE,1,0.15,17/09/22 7:33
286289,PAIN AU CHOCOLAT,2,1.3,17/09/22 7:33
286289,SPECIAL BREAD KG,1,5.2,17/09/22 7:33
286289,CAMPAGNE,2,2,17/09/22 7:33
286289,TRADITIONAL BAGUETTE,6,1.3,17/09/22 7:33
286289,CROISSANT,2,1.2,17/09/22 7:33
286289,VIK BREAD,5,2.7,17/09/22 7:33
286290,TRADITIONAL BAGUETTE,1,1.3,17/09/22 7:40
286290,CROISSANT,2,1.2,17/09/22 7:40
286291,PAIN BANETTE,1,1.6,17/09/22 7:47
286291,BANETTE,1,1.15,17/09/22 7:47
286292,DEMI BAGUETTE,1,0.5,17/09/22 7:56
286292,FICELLE,1,0.7,17/09/22 7:56
286293,PAIN AUX RAISINS,1,1.6,17/09/22 7:57
286293,PAIN SUISSE PEPITO,2,1.6,17/09/22 7:57
286293,TRADITIONAL BAGUETTE,1,1.3,17/09/22 7:57
286294,FICELLE,2,0.7,17/09/22 7:59
286295,TRADITIONAL BAGUETTE,1,1.3,17/09/22 8:00
286296,TRADITIONAL BAGUETTE,3,1.3,17/09/22 8:05
286296,CROISSANT,5,1.2,17/09/22 8:05
286297,PAIN BANETTE,1,1.6,17/09/22 8:10
286297,BAGUETTE,2,1,17/09/22 8:10
286298,TRADITIONAL BAGUETTE,1,1.3,17/09/22 8:17
286299,BAGUETTE,1,1,17/09/22 8:18
286299,FICELLE,1,0.7,17/09/22 8:18
286300,TRADITIONAL BAGUETTE,2,1.3,17/09/22 8:21
286302,TRADITIONAL BAGUETTE,2,1.3,17/09/22 8:22
286302,QUIM BREAD,1,1.2,17/09/22 8:22
286303,COUPE,3,0.15,17/09/22 8:26
286303,TRADITIONAL BAGUETTE,3,1.3,17/09/22 8:26
286304,GRANDE SUCETTE,2,0.6,17/09/22 8:27
286304,FICELLE,2,0.7,17/09/22 8:27
286305,TRADITIONAL BAGUETTE,1,1.3,17/09/22 8:31
286306,PAIN AU CHOCOLAT,1,1.3,17/09/22 8:34
286306,COUPE,1,0.15,17/09/22 8:34
286306,SPECIAL BREAD,1,2.6,17/09/22 8:34
286307,CROISSANT,1,1.2,17/09/22 8:39
286307,TRADITIONAL BAGUETTE,2,1.3,17/09/22 8:39
286308,PAIN BANETTE,1,1.6,17/09/22 8:40
286309,BAGUETTE,1,1,17/09/22 8:44
286310,COMPLET,1,1.9,17/09/22 8:45
286310,TRADITIONAL BAGUETTE,2,1.3,17/09/22 8:45
286310,COUPE,1,0.15,17/09/22 8:45
286310,FICELLE,2,0.7,17/09/22 8:45
286311,TRADITIONAL BAGUETTE,2,1.3,17/09/22 8:46
286312,CROISSANT,2,1.2,17/09/22 8:48
286312,TRADITIONAL BAGUETTE,1,1.3,17/09/22 8:48
286313,BOULE 400G,1,1.7,17/09/22 8:52
286313,COUPE,1,0.15,17/09/22 8:52
286313,CROISSANT,4,1.2,17/09/22 8:52
286313,PAIN AU CHOCOLAT,2,1.3,17/09/22 8:52
286314,CROISSANT,1,1.2,17/09/22 8:54
286314,PAIN CHOCO AMANDES,2,1.7,17/09/22 8:54
286314,CROISSANT AMANDES,2,1.6,17/09/22 8:54
286314,BANETTE,1,1.15,17/09/22 8:54
286314,PAIN AU CHOCOLAT,1,1.3,17/09/22 8:54
286315,TRADITIONAL BAGUETTE,2,1.3,17/09/22 8:55
286315,PAIN CHOCO AMANDES,2,1.7,17/09/22 8:55
286316,TRADITIONAL BAGUETTE,2,1.3,17/09/22 8:56
286317,BANETTE,1,1.15,17/09/22 9:02
286317,TARTE FRUITS 6P,1,14,17/09/22 9:02
286318,TRADITIONAL BAGUETTE,1,1.3,17/09/22 9:06
286318,CROISSANT,1,1.2,17/09/22 9:06
286318,PAIN AU CHOCOLAT,1,1.3,17/09/22 9:06
286318,CHAUSSON AUX POMMES,1,1.6,17/09/22 9:06
286319,PARIS BREST,1,2.2,17/09/22 9:07
286319,CROISSANT AMANDES,1,1.6,17/09/22 9:07
286319,TRADITIONAL BAGUETTE,2,1.3,17/09/22 9:07
286319,PAIN CHOCO AMANDES,1,1.7,17/09/22 9:07
286320,BAGUETTE,1,1,17/09/22 9:08
286320,CEREAL BAGUETTE,1,1.35,17/09/22 9:08
286321,TROPEZIENNE,1,2.2,17/09/22 9:10
286321,MILLES FEUILLES,1,2.5,17/09/22 9:10
286321,TRADITIONAL BAGUETTE,2,1.3,17/09/22 9:10
286321,PAIN AU CHOCOLAT,1,1.3,17/09/22 9:10
286322,PAIN AU CHOCOLAT,5,1.3,17/09/22 9:12
286322,CROISSANT,5,1.2,17/09/22 9:12
286323,TRADITIONAL BAGUETTE,1,1.3,17/09/22 9:12
286324,TRADITIONAL BAGUETTE,3,1.3,17/09/22 9:15
286325,BANETTINE,1,0.7,17/09/22 9:19
286326,TRADITIONAL BAGUETTE,2,1.3,17/09/22 9:20
286327,COUPE,1,0.15,17/09/22 9:28
286327,BRIOCHE,1,6,17/09/22 9:28
286327,CEREAL BAGUETTE,2,1.35,17/09/22 9:28
286327,CAMPAGNE,1,2,17/09/22 9:28
286328,BOULE 200G,1,1.2,17/09/22 9:29
286329,BAGUETTE,5,1,17/09/22 9:37
286329,TROPEZIENNE,1,2.2,17/09/22 9:37
286330,TRADITIONAL BAGUETTE,1,1.3,17/09/22 9:40
286331,BAGUETTE,1,1,17/09/22 9:40
286332,BAGUETTE,4,1,17/09/22 9:41
286333,CROISSANT,1,1.2,17/09/22 9:42
286333,DIVERS CONFISERIE,1,3,17/09/22 9:42
286333,COOKIE,1,1.15,17/09/22 9:42
286333,PAIN AU CHOCOLAT,2,1.3,17/09/22 9:42
286334,PAIN AU CHOCOLAT,1,1.3,17/09/22 9:46
286334,CROISSANT,1,1.2,17/09/22 9:46
286335,TRADITIONAL BAGUETTE,1,1.3,17/09/22 9:50
286336,TRADITIONAL BAGUETTE,1,1.3,17/09/22 9:52
286337,TRADITIONAL BAGUETTE,6,1.3,17/09/22 9:54
286337,VIK BREAD,1,2.7,17/09/22 9:54
286337,COUPE,1,0.15,17/09/22 9:54
286338,GD KOUIGN AMANN,3,9,17/09/22 9:56
286339,COUPE,1,0.15,17/09/22 10:02
286339,PAIN AU CHOCOLAT,5,1.3,17/09/22 10:02
286339,BOULE 400G,1,1.7,17/09/22 10:02
286340,BANETTINE,1,0.7,17/09/22 10:07
286340,CROISSANT,1,1.2,17/09/22 10:07
286341,TRADITIONAL BAGUETTE,1,1.3,17/09/22 10:07
286342,TRADITIONAL BAGUETTE,1,1.3,17/09/22 10:08
286343,TRADITIONAL BAGUETTE,3,1.3,17/09/22 10:12
286343,TARTELETTE,1,2.2,17/09/22 10:12
286343,PARIS BREST,1,2.2,17/09/22 10:12
286344,BAGUETTE,1,1,17/09/22 10:12
286345,SPECIAL BREAD,1,2.6,17/09/22 10:13
286346,PAIN AU CHOCOLAT,2,1.3,17/09/22 10:13
286347,PAIN AU CHOCOLAT,1,1.3,17/09/22 10:16
286347,QUIM BREAD,2,1.2,17/09/22 10:16
286347,TRADITIONAL BAGUETTE,3,1.3,17/09/22 10:16
286348,CHAUSSON AUX POMMES,2,1.6,17/09/22 10:17
286349,PAIN AU CHOCOLAT,1,1.3,17/09/22 10:19
286349,BANETTE,2,1.15,17/09/22 10:19
286349,CROISSANT,1,1.2,17/09/22 10:19
286351,SPECIAL BREAD,1,2.6,17/09/22 10:21
286352,BOULE POLKA,1,1.8,17/09/22 10:23
286353,GRAND FAR BRETON,1,7.5,17/09/22 10:27
286353,TRADITIONAL BAGUETTE,1,1.3,17/09/22 10:27
286353,COUPE,1,0.15,17/09/22 10:27
286353,MOISSON,1,2.2,17/09/22 10:27
286354,TRADITIONAL BAGUETTE,1,1.3,17/09/22 10:28
286355,TRADITIONAL BAGUETTE,2,1.3,17/09/22 10:29
286356,CAFE OU EAU,2,1,17/09/22 10:30
286357,COUPE,1,0.15,17/09/22 10:31
286357,COUPE,1,0.15,17/09/22 10:31
286357,VIK BREAD,1,2.7,17/09/22 10:31
286357,SPECIAL BREAD,1,2.6,17/09/22 10:31
286358,TRADITIONAL BAGUETTE,1,1.3,17/09/22 10:36
286359,VIK BREAD,2,2.7,17/09/22 10:37
286360,TRADITIONAL BAGUETTE,1,1.3,17/09/22 10:37
286361,TRADITIONAL BAGUETTE,3,1.3,17/09/22 10:37
286362,PAIN BANETTE,3,1.6,17/09/22 10:40
286363,BAGUETTE,1,1,17/09/22 10:45
286364,TRADITIONAL BAGUETTE,3,1.3,17/09/22 10:46
286365,BANETTINE,1,0.7,17/09/22 10:49
286365,TARTELETTE,1,2.2,17/09/22 10:49
286365,MILLES FEUILLES,1,2.5,17/09/22 10:49
286366,COUPE,1,0.15,17/09/22 10:51
286366,CAMPAGNE,1,2,17/09/22 10:51
286367,CROISSANT,5,1.2,17/09/22 10:52
286367,TRADITIONAL BAGUETTE,2,1.3,17/09/22 10:52
286368,PAIN AU CHOCOLAT,6,1.3,17/09/22 10:54
286368,TRADITIONAL BAGUETTE,1,1.3,17/09/22 10:54
286368,SANDWICH COMPLET,1,5,17/09/22 10:54
286369,CROISSANT AMANDES,1,1.6,17/09/22 10:55
286369,PAIN SUISSE PEPITO,1,1.6,17/09/22 10:55
286369,BANETTE,1,1.15,17/09/22 10:55
286370,GRAND FAR BRETON,1,7.5,17/09/22 10:56
286370,TRADITIONAL BAGUETTE,1,1.3,17/09/22 10:56
286371,CROISSANT,6,1.2,17/09/22 10:57
286371,BANETTINE,1,0.7,17/09/22 10:57
286372,TRADITIONAL BAGUETTE,1,1.3,17/09/22 10:58
286372,PAIN CHOCO AMANDES,1,1.7,17/09/22 10:58
286373,MOISSON,1,2.2,17/09/22 11:02
286373,COMPLET,1,1.9,17/09/22 11:02
286373,COUPE,1,0.15,17/09/22 11:02
286373,COUPE,1,0.15,17/09/22 11:02
286374,BAGUETTE,1,1,17/09/22 11:02
286375,TRADITIONAL BAGUETTE,2,1.3,17/09/22 11:03
286375,CROISSANT,2,1.2,17/09/22 11:03
286375,PAIN AU CHOCOLAT,2,1.3,17/09/22 11:03
286376,COMPLET,1,1.9,17/09/22 11:05
286376,TRADITIONAL BAGUETTE,1,1.3,17/09/22 11:05
286376,COUPE,1,0.15,17/09/22 11:05
286377,VIK BREAD,1,2.7,17/09/22 11:07
286377,COUPE,1,0.15,17/09/22 11:07
286378,TRADITIONAL BAGUETTE,10,1.3,17/09/22 11:09
286379,TRADITIONAL BAGUETTE,3,1.3,17/09/22 11:11
286380,CAFE OU EAU,2,1,17/09/22 11:12
286381,BOULE 400G,1,1.7,17/09/22 11:13
286381,COUPE,1,0.15,17/09/22 11:13
286381,BOULE 400G,1,1.7,17/09/22 11:13
286381,TRADITIONAL BAGUETTE,3,1.3,17/09/22 11:13
286381,TARTE FRAISE 6P,1,21,17/09/22 11:13
286381,COUPE,1,0.15,17/09/22 11:13
286382,BAGUETTE,2,1,17/09/22 11:15
286383,TRADITIONAL BAGUETTE,1,1.3,17/09/22 11:15
286384,TARTE FRUITS 6P,1,14,17/09/22 11:16
286384,TRADITIONAL BAGUETTE,1,1.3,17/09/22 11:16
286385,TRADITIONAL BAGUETTE,3,1.3,17/09/22 11:17
286386,BOULE 400G,1,1.7,17/09/22 11:18
286386,COUPE,1,0.15,17/09/22 11:18
286386,COUPE,1,0.15,17/09/22 11:18
286386,MOISSON,1,2.2,17/09/22 11:18
286387,CROISSANT,3,1.2,17/09/22 11:20
286387,TRADITIONAL BAGUETTE,1,1.3,17/09/22 11:20
286387,VIK BREAD,1,2.7,17/09/22 11:20
286387,COUPE,1,0.15,17/09/22 11:20
286388,TRADITIONAL BAGUETTE,2,1.3,17/09/22 11:21
286388,CROISSANT,3,1.2,17/09/22 11:21
286389,BAGUETTE,1,1,17/09/22 11:26
286390,TROPEZIENNE,1,2.2,17/09/22 11:27
286390,SANDWICH COMPLET,2,5,17/09/22 11:27
286391,SANDWICH COMPLET,1,5,17/09/22 11:30
286391,CARAMEL NOIX,1,2.4,17/09/22 11:30
286391,SAND JB EMMENTAL,1,4,17/09/22 11:30
286392,SAND JB EMMENTAL,1,4,17/09/22 11:30
286393,TRADITIONAL BAGUETTE,1,1.3,17/09/22 11:31
286394,CAMPAGNE,1,2,17/09/22 11:32
286395,BANETTE,2,1.15,17/09/22 11:32
286396,TRADITIONAL BAGUETTE,2,1.3,17/09/22 11:33
286396,FLAN,2,2.2,17/09/22 11:33
286397,COUPE,1,0.15,17/09/22 11:34
286397,TRADITIONAL BAGUETTE,2,1.3,17/09/22 11:34
286397,VIK BREAD,1,2.7,17/09/22 11:34
286398,SPECIAL BREAD,1,2.6,17/09/22 11:34
286398,TRADITIONAL BAGUETTE,1,1.3,17/09/22 11:34
286399,TRADITIONAL BAGUETTE,2,1.3,17/09/22 11:35
