ticket_number,article,quantity,unit_price,timestamp
283541,VIK BREAD,3,2.7,03/09/22 10:51
283541,COUPE,3,0.15,03/09/22 10:51
283542,BANETTE,1,1.15,03/09/22 10:52
283542,GRAND FAR BRETON,1,7.5,03/09/22 10:52
283542,FICELLE,1,0.7,03/09/22 10:52
283543,VIK BREAD,1,2.7,03/09/22 10:53
283543,COUPE,3,0.15,03/09/22 10:53
283543,COMPLET,2,1.9,03/09/22 10:53
283544,TRADITIONAL BAGUETTE,2,1.3,03/09/22 10:55
283545,TRADITIONAL BAGUETTE,1,1.3,03/09/22 10:57
283546,TRADITIONAL BAGUETTE,1,1.3,03/09/22 10:58
283547,BAGUETTE,1,1,03/09/22 11:00
283548,TRADITIONAL BAGUETTE,1,1.3,03/09/22 11:03
283548,COUPE,1,0.15,03/09/22 11:03
283548,MOISSON,1,2.2,03/09/22 11:03
283549,TRADITIONAL BAGUETTE,2,1.3,03/09/22 11:04
283549,PAIN AU CHOCOLAT,2,1.3,03/09/22 11:04
283550,TRADITIONAL BAGUETTE,1,1.3,03/09/22 11:05
283550,TARTELETTE,1,2.2,03/09/22 11:05
283550,SAVARIN,1,2.5,03/09/22 11:05
283550,MOISSON,1,2.2,03/09/22 11:05
283551,COUPE,1,0.15,03/09/22 11:07
283551,TRAITEUR,1,4.7,03/09/22 11:07
283551,VIK BREAD,1,2.7,03/09/22 11:07
283551,TRAITEUR,2,4.5,03/09/22 11:07
283552,SPECIAL BREAD,1,2.6,03/09/22 11:07
283552,BANETTINE,1,0.7,03/09/22 11:07
283553,TRADITIONAL BAGUETTE,1,1.3,03/09/22 11:08
283554,TRADITIONAL BAGUETTE,1,1.3,03/09/22 11:10
283555,COOKIE,2,1.15,03/09/22 11:11
283555,TRADITIONAL BAGUETTE,1,1.3,03/09/22 11:11
283556,TRADITIONAL BAGUETTE,2,1.3,03/09/22 11:11
283557,VIK BREAD,1,2.7,03/09/22 11:12
283557,TRADITIONAL BAGUETTE,2,1.3,03/09/22 11:12
283557,COUPE,1,0.15,03/09/22 11:12
283558,TRADITIONAL BAGUETTE,2,1.3,03/09/22 11:13
283559,TRADITIONAL BAGUETTE,1,1.3,03/09/22 11:13
283560,MOISSON,1,2.2,03/09/22 11:14
283560,TRADITIONAL BAGUETTE,10,1.3,03/09/22 11:14
283561,TRADITIONAL BAGUETTE,1,1.3,03/09/22 11:15
283562,TRADITIONAL BAGUETTE,2,1.3,03/09/22 11:15
283563,TRADITIONAL BAGUETTE,2,1.3,03/09/22 11:15
283563,GRAND FAR BRETON,1,7.5,03/09/22 11:15
283564,TRADITIONAL BAGUETTE,2,1.3,03/09/22 11:17
283565,PAIN BANETTE,2,1.6,03/09/22 11:17
283566,BOULE 200G,1,1.2,03/09/22 11:18
283566,TRADITIONAL BAGUETTE,1,1.3,03/09/22 11:18
283566,COUPE,1,0.15,03/09/22 11:18
283567,BANETTE,1,1.15,03/09/22 11:19
283568,CEREAL BAGUETTE,2,1.35,03/09/22 11:19
283569,BANETTINE,1,0.7,03/09/22 11:19
283569,CROISSANT AMANDES,1,1.6,03/09/22 11:19
283569,TROPEZIENNE,1,2.2,03/09/22 11:19
283570,COUPE,1,0.15,03/09/22 11:22
283570,TARTELETTE,1,2.2,03/09/22 11:22
283570,BOULE 400G,1,1.7,03/09/22 11:22
283571,TRADITIONAL BAGUETTE,1,1.3,03/09/22 11:23
283572,TRADITIONAL BAGUETTE,1,1.3,03/09/22 11:25
283572,CROISSANT,1,1.2,03/09/22 11:25
283573,PAIN BANETTE,1,1.6,03/09/22 11:25
283574,TRADITIONAL BAGUETTE,2,1.3,03/09/22 11:26
283575,TRADITIONAL BAGUETTE,1,1.3,03/09/22 11:26
283576,COUPE,1,0.15,03/09/22 11:29
283576,BOULE 400G,1,1.7,03/09/22 11:29
283576,BAGUETTE,1,1,03/09/22 11:29
283577,BAGUETTE,1,1,03/09/22 11:30
283578,TRADITIONAL BAGUETTE,1,1.3,03/09/22 11:31
283579,TRADITIONAL BAGUETTE,1,1.3,03/09/22 11:34
283579,BANETTE,1,1.15,03/09/22 11:34
283580,CEREAL BAGUETTE,1,1.35,03/09/22 11:35
283581,TRADITIONAL BAGUETTE,1,1.3,03/09/22 11:35
283582,CROISSANT AMANDES,1,1.6,03/09/22 11:37
283582,BANETTINE,1,0.7,03/09/22 11:37
283583,TRADITIONAL BAGUETTE,2,1.3,03/09/22 11:38
283584,FICELLE,1,0.7,03/09/22 11:41
283585,TRADITIONAL BAGUETTE,1,1.3,03/09/22 11:42
283585,BANETTINE,1,0.7,03/09/22 11:42
283586,BANETTE,1,1.15,03/09/22 11:42
283587,PAIN BANETTE,1,1.6,03/09/22 11:43
283588,TRADITIONAL BAGUETTE,2,1.3,03/09/22 11:43
283589,TRADITIONAL BAGUETTE,4,1.3,03/09/22 11:44
283590,COUPE,1,0.15,03/09/22 11:45
283590,CAMPAGNE,1,2,03/09/22 11:45
283591,TRADITIONAL BAGUETTE,2,1.3,03/09/22 11:46
283592,GRAND FAR BRETON,1,7.5,03/09/22 11:46
283592,TRADITIONAL BAGUETTE,2,1.3,03/09/22 11:46
283593,CROISSANT AMANDES,1,1.6,03/09/22 11:47
283593,CROISSANT,1,1.2,03/09/22 11:47
283593,BANETTE,1,1.15,03/09/22 11:47
283594,BAGUETTE,2,1,03/09/22 11:48
283595,BANETTE,1,1.15,03/09/22 11:48
283596,CROISSANT,1,1.2,03/09/22 11:48
283596,CEREAL BAGUETTE,1,1.35,03/09/22 11:48
283596,FLAN ABRICOT,1,2.3,03/09/22 11:48
283596,FLAN,1,2.2,03/09/22 11:48
283597,TRADITIONAL BAGUETTE,1,1.3,03/09/22 11:50
283598,TRADITIONAL BAGUETTE,2,1.3,03/09/22 11:50
283599,TRADITIONAL BAGUETTE,2,1.3,03/09/22 11:51
283600,TRADITIONAL BAGUETTE,2,1.3,03/09/22 11:51
283601,BRIOCHE,1,6,03/09/22 11:51
283601,TRADITIONAL BAGUETTE,2,1.3,03/09/22 11:51
283601,SAND JB EMMENTAL,2,4,03/09/22 11:51
283601,BOISSON 33CL,4,1.5,03/09/22 11:51
283602,SPECIAL BREAD,1,2.6,03/09/22 11:53
283603,TRADITIONAL BAGUETTE,1,1.3,03/09/22 11:54
283604,BANETTE,1,1.15,03/09/22 11:54
283604,BAGUETTE,1,1,03/09/22 11:54
283605,TRADITIONAL BAGUETTE,20,1.3,03/09/22 11:57
283606,TRADITIONAL BAGUETTE,1,1.3,03/09/22 11:59
283607,DEMI BAGUETTE,1,0.5,03/09/22 11:59
283607,BANETTE,1,1.15,03/09/22 11:59
283608,TRADITIONAL BAGUETTE,2,1.3,03/09/22 12:00
283609,SANDWICH COMPLET,2,5,03/09/22 12:01
283609,BAGUETTE,1,1,03/09/22 12:01
283610,TRADITIONAL BAGUETTE,1,1.3,03/09/22 12:02
283611,TRADITIONAL BAGUETTE,3,1.3,03/09/22 12:02
283612,TRADITIONAL BAGUETTE,2,1.3,03/09/22 12:09
283613,TRADITIONAL BAGUETTE,4,1.3,03/09/22 12:11
283613,PARIS BREST,1,2.2,03/09/22 12:11
283613,QUIM BREAD,4,1.2,03/09/22 12:11
283614,TRADITIONAL BAGUETTE,1,1.3,03/09/22 12:14
283615,TRADITIONAL BAGUETTE,2,1.3,03/09/22 12:15
283616,TRADITIONAL BAGUETTE,3,1.3,03/09/22 12:15
283617,MACARON,3,1,03/09/22 12:17
283618,FORMULE SANDWICH,4,7,03/09/22 12:18
283619,TRADITIONAL BAGUETTE,3,1.3,03/09/22 12:19
283619,MOISSON,1,2.2,03/09/22 12:19
283620,TRADITIONAL BAGUETTE,1,1.3,03/09/22 12:20
283621,BAGUETTE,1,1,03/09/22 12:21
283622,PAIN AUX RAISINS,1,1.6,03/09/22 12:22
283622,TRADITIONAL BAGUETTE,1,1.3,03/09/22 12:22
283623,CEREAL BAGUETTE,1,1.35,03/09/22 12:23
283624,BAGUETTE,1,1,03/09/22 12:24
283625,TRADITIONAL BAGUETTE,1,1.3,03/09/22 12:30
283626,BAGUETTE,1,1,03/09/22 12:35
283626,TRADITIONAL BAGUETTE,1,1.3,03/09/22 12:35
283627,ECLAIR,2,2.2,03/09/22 12:36
283627,SAND JB EMMENTAL,2,4,03/09/22 12:36
283628,TRADITIONAL BAGUETTE,1,1.3,03/09/22 12:37
283629,SPECIAL BREAD,1,2.6,03/09/22 12:38
283629,COUPE,1,0.15,03/09/22 12:38
283630,TRADITIONAL BAGUETTE,3,1.3,03/09/22 12:39
283631,BAGUETTE,2,1,03/09/22 12:41
283632,TRADITIONAL BAGUETTE,1,1.3,03/09/22 12:44
283632,SPECIAL BREAD,1,2.6,03/09/22 12:44
283632,COUPE,1,0.15,03/09/22 12:44
283633,TRADITIONAL BAGUETTE,2,1.3,03/09/22 12:44
283634,TRADITIONAL BAGUETTE,1,1.3,03/09/22 12:48
283635,SPECIAL BREAD KG,1,5.2,03/09/22 12:50
283635,TRADITIONAL BAGUETTE,1,1.3,03/09/22 12:50
283636,SPECIAL BREAD,1,2.6,03/09/22 12:52
283636,QUIM BREAD,2,1.2,03/09/22 12:52
283637,TRADITIONAL BAGUETTE,2,1.3,03/09/22 12:55
283638,PAIN AUX RAISINS,2,1.6,03/09/22 12:59
283639,CEREAL BAGUETTE,1,1.35,03/09/22 13:00
283639,TRADITIONAL BAGUETTE,1,1.3,03/09/22 13:00
283640,SANDWICH COMPLET,1,5,03/09/22 13:02
283641,COUPE,1,0.15,03/09/22 16:16
283641,MOISSON,1,2.2,03/09/22 16:16
283642,TRADITIONAL BAGUETTE,3,1.3,03/09/22 16:19
283643,TRADITIONAL BAGUETTE,1,1.3,03/09/22 16:40
283644,TRADITIONAL BAGUETTE,1,1.3,03/09/22 16:45
283645,COOKIE,2,1.15,03/09/22 16:49
283646,FINANCIER X5,1,4,03/09/22 16:57
283646,ECLAIR,1,2.2,03/09/22 16:57
283646,MOISSON,1,2.2,03/09/22 16:57
283646,COUPE,1,0.15,03/09/22 16:57
283646,CHAUSSON AUX POMMES,1,1.6,03/09/22 16:57
283647,TRADITIONAL BAGUETTE,1,1.3,03/09/22 16:58
283648,TARTELETTE,1,2.2,03/09/22 17:00
283648,GRAND FAR BRETON,1,7.5,03/09/22 17:00
283648,QUIM BREAD,1,1.2,03/09/22 17:00
283649,TRADITIONAL BAGUETTE,2,1.3,03/09/22 17:01
283650,TRADITIONAL BAGUETTE,7,1.3,03/09/22 17:02
283651,ECLAIR,1,2.2,03/09/22 17:04
283651,DIVERS CONFISERIE,1,3,03/09/22 17:04
283651,PAIN AU CHOCOLAT,1,1.3,03/09/22 17:04
283651,CARAMEL NOIX,1,2.4,03/09/22 17:04
283651,CROISSANT,1,1.2,03/09/22 17:04
283651,TROPEZIENNE,1,2.2,03/09/22 17:04
283651,FICELLE,1,0.7,03/09/22 17:04
283651,CHAUSSON AUX POMMES,1,1.6,03/09/22 17:04
283652,BANETTE,1,1.15,03/09/22 17:06
283652,CROISSANT AMANDES,1,1.6,03/09/22 17:06
283653,TRADITIONAL BAGUETTE,1,1.3,03/09/22 17:07
283654,QUIM BREAD,2,1.2,03/09/22 17:08
283655,DIVERS BOULANGERIE,1,1,03/09/22 17:12
283656,TRADITIONAL BAGUETTE,1,1.3,03/09/22 17:25
283657,CROISSANT,2,1.2,03/09/22 17:35
283657,BOULE 400G,1,1.7,03/09/22 17:35
283658,BAGUETTE,1,1,03/09/22 17:45
283659,BANETTE,1,1.15,03/09/22 17:45
283660,PAIN AU CHOCOLAT,2,1.3,03/09/22 17:50
283660,TRADITIONAL BAGUETTE,1,1.3,03/09/22 17:50
283661,TRADITIONAL BAGUETTE,1,1.3,03/09/22 17:51
283662,COUPE,1,0.15,03/09/22 18:04
283662,TRADITIONAL BAGUETTE,1,1.3,03/09/22 18:04
283662,MOISSON,1,2.2,03/09/22 18:04
283663,TRADITIONAL BAGUETTE,1,1.3,03/09/22 18:08
283664,TRADITIONAL BAGUETTE,1,1.3,03/09/22 18:28
283665,TRADITIONAL BAGUETTE,1,1.3,03/09/22 18:29
283665,GRAND FAR BRETON,1,7.5,03/09/22 18:29
283666,TRADITIONAL BAGUETTE,2,1.3,03/09/22 18:31
283667,PAIN AU CHOCOLAT,2,1.3,03/09/22 18:32
283667,TRADITIONAL BAGUETTE,2,1.3,03/09/22 18:32
283667,QUIM BREAD,1,1.2,03/09/22 18:32
283668,TRADITIONAL BAGUETTE,2,1.3,03/09/22 18:33
283669,TRADITIONAL BAGUETTE,1,1.3,03/09/22 18:34
283670,GD KOUIGN AMANN,1,9,03/09/22 18:37
283670,CAMPAGNE,1,2,03/09/22 18:37
283671,BAGUETTE,1,1,03/09/22 18:50
283671,CEREAL BAGUETTE,1,1.35,03/09/22 18:50
283673,TRADITIONAL BAGUETTE,2,1.3,04/09/22 7:29
283673,PARIS BREST,1,2.2,04/09/22 7:29
283673,PAIN CHOCO AMANDES,1,1.7,04/09/22 7:29
283674,BRIOCHE,1,6,04/09/22 7:30
283674,TRADITIONAL BAGUETTE,2,1.3,04/09/22 7:30
283675,PAIN AU CHOCOLAT,4,1.3,04/09/22 7:32
283675,TRADITIONAL BAGUETTE,1,1.3,04/09/22 7:32
283676,TRADITIONAL BAGUETTE,2,1.3,04/09/22 7:36
283676,PAIN AU CHOCOLAT,2,1.3,04/09/22 7:36
283676,BANETTE,4,1.15,04/09/22 7:36
283676,CROISSANT,2,1.2,04/09/22 7:36
283677,PAIN AU CHOCOLAT,2,1.3,04/09/22 7:39
283677,BANETTE,1,1.15,04/09/22 7:39
283678,PAIN AU CHOCOLAT,1,1.3,04/09/22 7:43
283678,CROISSANT,1,1.2,04/09/22 7:43
283678,BAGUETTE,1,1,04/09/22 7:43
283679,FICELLE,2,0.7,04/09/22 7:52
283680,PAIN AU CHOCOLAT,2,1.3,04/09/22 7:55
283680,BOULE 200G,1,1.2,04/09/22 7:55
283680,BRIOCHE,1,6,04/09/22 7:55
283680,COUPE,1,0.15,04/09/22 7:55
283680,CROISSANT,2,1.2,04/09/22 7:55
283681,CROISSANT,3,1.2,04/09/22 7:56
283681,BANETTE,1,1.15,04/09/22 7:56
283682,CHAUSSON AUX POMMES,3,1.6,04/09/22 8:04
283683,TRADITIONAL BAGUETTE,2,1.3,04/09/22 8:05
283684,CROISSANT,2,1.2,04/09/22 8:05
283684,PAIN AU CHOCOLAT,2,1.3,04/09/22 8:05
283684,BANETTE,1,1.15,04/09/22 8:05
283685,CROISSANT,4,1.2,04/09/22 8:06
283685,TRADITIONAL BAGUETTE,1,1.3,04/09/22 8:06
283686,TRADITIONAL BAGUETTE,2,1.3,04/09/22 8:06
283686,CROISSANT,2,1.2,04/09/22 8:06
283686,PAIN AU CHOCOLAT,6,1.3,04/09/22 8:06
283687,PAIN AU CHOCOLAT,2,1.3,04/09/22 8:07
283687,TRADITIONAL BAGUETTE,1,1.3,04/09/22 8:07
283688,TRADITIONAL BAGUETTE,1,1.3,04/09/22 8:13
283689,SAND JB EMMENTAL,2,4,04/09/22 8:15
283690,CEREAL BAGUETTE,1,1.35,04/09/22 8:15
283690,PAIN CHOCO AMANDES,1,1.7,04/09/22 8:15
283691,BAGUETTE,1,1,04/09/22 8:16
283691,FICELLE,1,0.7,04/09/22 8:16
283692,CEREAL BAGUETTE,1,1.35,04/09/22 8:20
283692,COUPE,1,0.15,04/09/22 8:20
283692,PAIN AU CHOCOLAT,2,1.3,04/09/22 8:20
283692,CROISSANT,6,1.2,04/09/22 8:20
283692,CAMPAGNE,1,2,04/09/22 8:20
283693,BANETTE,1,1.15,04/09/22 8:21
283693,TRADITIONAL BAGUETTE,1,1.3,04/09/22 8:21
283694,CROISSANT,2,1.2,04/09/22 8:21
283694,PARIS BREST,2,2.2,04/09/22 8:21
283694,TRADITIONAL BAGUETTE,1,1.3,04/09/22 8:21
283694,CHOU CHANTILLY,3,2.2,04/09/22 8:21
283695,BANETTE,1,1.15,04/09/22 8:23
283695,CROISSANT,1,1.2,04/09/22 8:23
283696,PAIN AU CHOCOLAT,2,1.3,04/09/22 8:24
283696,TRADITIONAL BAGUETTE,2,1.3,04/09/22 8:24
283697,CROISSANT,1,1.2,04/09/22 8:27
283697,TRADITIONAL BAGUETTE,2,1.3,04/09/22 8:27
283697,PAIN AU CHOCOLAT,1,1.3,04/09/22 8:27
283698,BANETTE,1,1.15,04/09/22 8:27
283698,TRADITIONAL BAGUETTE,1,1.3,04/09/22 8:27
283699,BAGUETTE,1,1,04/09/22 8:31
283700,BAGUETTE,1,1,04/09/22 8:36
283701,TRADITIONAL BAGUETTE,1,1.3,04/09/22 8:37
283702,TRADITIONAL BAGUETTE,5,1.3,04/09/22 8:38
283703,CROISSANT,2,1.2,04/09/22 8:40
283703,BAGUETTE,1,1,04/09/22 8:40
283703,CHAUSSON AUX POMMES,2,1.6,04/09/22 8:40
283704,TRADITIONAL BAGUETTE,1,1.3,04/09/22 8:42
283704,DEMI BAGUETTE,1,0.5,04/09/22 8:42
283705,TRADITIONAL BAGUETTE,2,1.3,04/09/22 8:44
283706,TRADITIONAL BAGUETTE,2,1.3,04/09/22 8:46
283706,CROISSANT,4,1.2,04/09/22 8:46
283707,TRADITIONAL BAGUETTE,2,1.3,04/09/22 8:47
283707,COOKIE,2,1.15,04/09/22 8:47
283708,FICELLE,1,0.7,04/09/22 8:48
283708,CROISSANT,2,1.2,04/09/22 8:48
283708,PAIN AU CHOCOLAT,3,1.3,04/09/22 8:48
283708,CROISSANT,3,1.2,04/09/22 8:48
283708,PAIN AU CHOCOLAT,2,1.3,04/09/22 8:48
283708,TRADITIONAL BAGUETTE,2,1.3,04/09/22 8:48
283709,TRADITIONAL BAGUETTE,1,1.3,04/09/22 8:50
283710,TRADITIONAL BAGUETTE,1,1.3,04/09/22 8:50
283711,CROISSANT,2,1.2,04/09/22 8:51
283711,SPECIAL BREAD,1,2.6,04/09/22 8:51
283712,TRADITIONAL BAGUETTE,2,1.3,04/09/22 8:54
283713,BOULE 400G,1,1.7,04/09/22 8:57
283713,COUPE,1,0.15,04/09/22 8:57
283713,CEREAL BAGUETTE,1,1.35,04/09/22 8:57
283714,CROISSANT,2,1.2,04/09/22 8:58
283714,TRADITIONAL BAGUETTE,2,1.3,04/09/22 8:58
283714,PAIN AU CHOCOLAT,1,1.3,04/09/22 8:58
283715,PAIN BANETTE,1,1.6,04/09/22 8:59
283716,COUPE,4,0.15,04/09/22 9:03
283716,TRADITIONAL BAGUETTE,2,1.3,04/09/22 9:03
283716,VIK BREAD,4,2.7,04/09/22 9:03
283717,CROISSANT,7,1.2,04/09/22 9:06
283717,FORMULE SANDWICH,3,7,04/09/22 9:06
283718,TRADITIONAL BAGUETTE,2,1.3,04/09/22 9:07
283719,TRADITIONAL BAGUETTE,2,1.3,04/09/22 9:09
283719,COUPE,1,0.15,04/09/22 9:09
283719,SPECIAL BREAD,1,2.6,04/09/22 9:09
283719,PAIN AU CHOCOLAT,2,1.3,04/09/22 9:09
283720,BANETTE,1,1.15,04/09/22 9:10
283721,PAIN AUX RAISINS,2,1.6,04/09/22 9:10
283722,TRADITIONAL BAGUETTE,1,1.3,04/09/22 9:11
283722,GRAND FAR BRETON,1,7.5,04/09/22 9:11
283723,TRADITIONAL BAGUETTE,1,1.3,04/09/22 9:13
283723,CROISSANT,2,1.2,04/09/22 9:13
283723,DEMI BAGUETTE,1,0.5,04/09/22 9:13
283724,TARTE FRUITS 4P,1,10,04/09/22 9:14
283724,CEREAL BAGUETTE,1,1.35,04/09/22 9:14
283725,CEREAL BAGUETTE,2,1.35,04/09/22 9:15
283725,PAIN AU CHOCOLAT,4,1.3,04/09/22 9:15
283725,GRAND FAR BRETON,1,7.5,04/09/22 9:15
283725,PAIN AUX RAISINS,2,1.6,04/09/22 9:15
283726,BAGUETTE,1,1,04/09/22 9:15
283727,TRADITIONAL BAGUETTE,1,1.3,04/09/22 9:16
283728,PAIN AU CHOCOLAT,1,1.3,04/09/22 9:18
283728,COOKIE,2,1.15,04/09/22 9:18
283728,CROISSANT,1,1.2,04/09/22 9:18
283728,PAIN AUX RAISINS,2,1.6,04/09/22 9:18
283728,BAGUETTE,2,1,04/09/22 9:18
283729,TRADITIONAL BAGUETTE,2,1.3,04/09/22 9:19
283730,COUPE,2,0.15,04/09/22 9:21
283730,CROISSANT,4,1.2,04/09/22 9:21
283730,TRADITIONAL BAGUETTE,4,1.3,04/09/22 9:21
283730,VIK BREAD,2,2.7,04/09/22 9:21
283731,TRADITIONAL BAGUETTE,3,1.3,04/09/22 9:23
283731,VIK BREAD,1,2.7,04/09/22 9:23
283732,SANDWICH COMPLET,1,5,04/09/22 9:23
283733,TRADITIONAL BAGUETTE,1,1.3,04/09/22 9:24
283734,CEREAL BAGUETTE,1,1.35,04/09/22 9:27
283734,TARTE FRUITS 6P,1,14,04/09/22 9:27
283735,TRADITIONAL BAGUETTE,1,1.3,04/09/22 9:28
283735,SAND JB EMMENTAL,1,4,04/09/22 9:28
283736,BANETTINE,1,0.7,04/09/22 9:28
283737,COUPE,1,0.15,04/09/22 9:31
283737,FLAN ABRICOT,1,2.3,04/09/22 9:31
283737,BOULE 200G,1,1.2,04/09/22 9:31
283737,TARTELETTE,1,2.2,04/09/22 9:31
283740,TRADITIONAL BAGUETTE,1,1.3,04/09/22 9:33
283741,TRADITIONAL BAGUETTE,2,1.3,04/09/22 9:34
283742,CROISSANT,1,1.2,04/09/22 9:34
283742,TRADITIONAL BAGUETTE,1,1.3,04/09/22 9:34
283743,BANETTE,1,1.15,04/09/22 9:35
283744,SEIGLE,2,2,04/09/22 9:39
283744,VIK BREAD,1,2.7,04/09/22 9:39
283744,COUPE,3,0.15,04/09/22 9:39
283745,BAGUETTE GRAINE,1,1.4,04/09/22 9:39
283746,TRADITIONAL BAGUETTE,1,1.3,04/09/22 9:40
283747,CROISSANT,6,1.2,04/09/22 9:40
283747,BAGUETTE,3,1,04/09/22 9:40
283748,BOULE 200G,1,1.2,04/09/22 9:41
283748,BAGUETTE,1,1,04/09/22 9:41
283748,COUPE,1,0.15,04/09/22 9:41
283749,BANETTE,2,1.15,04/09/22 9:42
283750,TRADITIONAL BAGUETTE,1,1.3,04/09/22 9:42
283750,VIK BREAD,1,2.7,04/09/22 9:42
283751,BANETTE,1,1.15,04/09/22 9:43
283752,CROISSANT,5,1.2,04/09/22 9:44
283752,TRADITIONAL BAGUETTE,1,1.3,04/09/22 9:44
283753,TRADITIONAL BAGUETTE,1,1.3,04/09/22 9:45
283753,VIK BREAD,1,2.7,04/09/22 9:45
283753,COUPE,1,0.15,04/09/22 9:45
283754,TRADITIONAL BAGUETTE,3,1.3,04/09/22 9:46
283755,CROISSANT,4,1.2,04/09/22 9:46
283755,TRADITIONAL BAGUETTE,2,1.3,04/09/22 9:46
283756,BAGUETTE,1,1,04/09/22 9:47
283757,CROISSANT,5,1.2,04/09/22 9:49
283758,TRADITIONAL BAGUETTE,2,1.3,04/09/22 9:50
283759,TRADITIONAL BAGUETTE,1,1.3,04/09/22 9:50
283759,SPECIAL BREAD,1,2.6,04/09/22 9:50
283760,BAGUETTE,1,1,04/09/22 9:52
283761,CEREAL BAGUETTE,1,1.35,04/09/22 9:52
283762,SPECIAL BREAD,1,2.6,04/09/22 9:54
283762,TRADITIONAL BAGUETTE,1,1.3,04/09/22 9:54
283763,TRADITIONAL BAGUETTE,2,1.3,04/09/22 9:57
283763,CHAUSSON AUX POMMES,1,1.6,04/09/22 9:57
283763,PAIN CHOCO AMANDES,2,1.7,04/09/22 9:57
283764,TRADITIONAL BAGUETTE,2,1.3,04/09/22 9:59
283765,BAGUETTE,1,1,04/09/22 10:01
283766,SPECIAL BREAD,3,2.6,04/09/22 10:01
283767,CAFE OU EAU,1,1,04/09/22 10:03
283767,QUIM BREAD,1,1.2,04/09/22 10:03
283767,TRADITIONAL BAGUETTE,5,1.3,04/09/22 10:03
283768,TRADITIONAL BAGUETTE,1,1.3,04/09/22 10:06
283769,TRADITIONAL BAGUETTE,1,1.3,04/09/22 10:06
283770,TRADITIONAL BAGUETTE,2,1.3,04/09/22 10:06
283771,TRADITIONAL BAGUETTE,1,1.3,04/09/22 10:07
283771,BANETTINE,2,0.7,04/09/22 10:07
283772,BANETTE,2,1.15,04/09/22 10:07
283773,BANETTE,2,1.15,04/09/22 10:08
283774,DEMI PAIN,1,0.7,04/09/22 10:09
283775,TRADITIONAL BAGUETTE,1,1.3,04/09/22 10:09
283776,SPECIAL BREAD KG,1,5.2,04/09/22 10:10
283777,TRADITIONAL BAGUETTE,2,1.3,04/09/22 10:10
283778,TRADITIONAL BAGUETTE,2,1.3,04/09/22 10:12
283779,BAGUETTE,1,1,04/09/22 10:12
283780,TRADITIONAL BAGUETTE,2,1.3,04/09/22 10:13
283781,TRADITIONAL BAGUETTE,2,1.3,04/09/22 10:13
283782,PAIN BANETTE,1,1.6,04/09/22 10:14
283783,TRADITIONAL BAGUETTE,1,1.3,04/09/22 10:14
283784,TRADITIONAL BAGUETTE,1,1.3,04/09/22 10:14
283784,SPECIAL BREAD,1,2.6,04/09/22 10:14
283785,COUPE,1,0.15,04/09/22 10:15
283785,CAMPAGNE,1,2,04/09/22 10:15
283785,TRADITIONAL BAGUETTE,2,1.3,04/09/22 10:15
283786,TRADITIONAL BAGUETTE,1,1.3,04/09/22 10:15
283787,FLAN,3,2.2,04/09/22 10:16
283787,COUPE,1,0.15,04/09/22 10:16
283787,CAMPAGNE,1,2,04/09/22 10:16
283788,TRADITIONAL BAGUETTE,1,1.3,04/09/22 10:17
283788,TARTELETTE FRAISE,2,3.5,04/09/22 10:17
283789,PAIN,1,1.3,04/09/22 10:18
283790,TRADITIONAL BAGUETTE,2,1.3,04/09/22 10:18
283791,BAGUETTE,1,1,04/09/22 10:18
283792,BANETTE,1,1.15,04/09/22 10:18
283793,TRADITIONAL BAGUETTE,2,1.3,04/09/22 10:19
283794,BAGUETTE,1,1,04/09/22 10:19
283794,TRADITIONAL BAGUETTE,1,1.3,04/09/22 10:19
283795,COOKIE,2,1.15,04/09/22 10:20
283796,TRADITIONAL BAGUETTE,1,1.3,04/09/22 10:21
283797,TRADITIONAL BAGUETTE,2,1.3,04/09/22 10:22
283798,TRADITIONAL BAGUETTE,5,1.3,04/09/22 10:22
283799,CAMPAGNE,2,2,04/09/22 10:24
283799,COUPE,2,0.15,04/09/22 10:24
283800,BANETTE,2,1.15,04/09/22 10:25
283801,QUIM BREAD,1,1.2,04/09/22 10:27
283801,COOKIE,1,1.15,04/09/22 10:27
283802,BAGUETTE,1,1,04/09/22 10:27
283803,BAGUETTE,2,1,04/09/22 10:27
283804,TRADITIONAL BAGUETTE,1,1.3,04/09/22 10:28
283805,TRADITIONAL BAGUETTE,1,1.3,04/09/22 10:28
283806,BAGUETTE,5,1,04/09/22 10:29
283807,COUPE,1,0.15,04/09/22 10:30
283807,BOULE 400G,1,1.7,04/09/22 10:30
283808,TRADITIONAL BAGUETTE,1,1.3,04/09/22 10:30
283809,BOULE 200G,1,1.2,04/09/22 10:32
283809,COUPE,1,0.15,04/09/22 10:32
283810,MOISSON,1,2.2,04/09/22 10:34
283810,COUPE,1,0.15,04/09/22 10:34
283811,BOULE 200G,1,1.2,04/09/22 10:35
283811,COUPE,1,0.15,04/09/22 10:35
283811,BANETTINE,1,0.7,04/09/22 10:35
283812,MOISSON,1,2.2,04/09/22 10:36
283812,CEREAL BAGUETTE,1,1.35,04/09/22 10:36
283812,FINANCIER X5,1,4,04/09/22 10:36
283813,COMPLET,1,1.9,04/09/22 10:38
283813,COUPE,1,0.15,04/09/22 10:38
283814,TRADITIONAL BAGUETTE,1,1.3,04/09/22 10:38
283815,TRADITIONAL BAGUETTE,1,1.3,04/09/22 10:38
283816,BANETTE,1,1.15,04/09/22 10:38
